iter	Passed	Remaining
398	57385	86437
399	57473	86210
400	57575	86003
401	57684	85808
402	57854	85704
403	58000	85565
404	58132	85404
405	58246	85218
406	58360	85032
407	58781	85291
408	58931	85155
409	59034	84952
410	59156	84776
411	59247	84557
412	59340	84341
413	59493	84211
414	59625	84049
415	59771	83910
416	59895	83739
417	60007	83551
418	60142	83395
419	60245	83195
420	60372	83029
421	60464	82816
422	60581	82637
423	60678	82431
424	60804	82264
425	60951	82126
426	61096	81987
427	61188	81775
428	61295	81583
429	61404	81396
430	61520	81217
431	61637	81042
432	61801	80927
433	61943	80782
434	62062	80609
435	62219	80485
436	62335	80309
437	62530	80233
438	62663	80077
439	62789	79913
440	62883	79710
441	63040	79585
442	63203	79467
443	63319	79292
444	63432	79112
445	63555	78946
446	63645	78737
447	63738	78534
448	63827	78326
449	63923	78128
450	64006	77914
451	64106	77721
452	64188	77508
453	64280	77306
454	64377	77111
455	64468	76909
456	64562	76711
457	64726	76598
458	64975	76582
459	65078	76396
460	65173	76200
461	65264	76000
462	65350	75795
463	65431	75584
464	65524	75388
465	65619	75195
466	65692	74976
467	65781	74777
468	65902	74614
469	65999	74424
470	66089	74227
471	66180	74032
472	66269	73834
473	66344	73622
474	66438	73431
475	66519	73227
476	66628	73054
477	66713	72854
478	66794	72650
479	66891	72465
480	67005	72299
481	67118	72131
482	67209	71940
483	67326	71777
484	67411	71581
485	67507	71396
486	67616	71226
487	67728	71059
488	67832	70884
489	67910	70682
490	68010	70504
491	68090	70304
492	68172	70108
493	68252	69910
494	68343	69723
495	68489	69594
496	68643	69472
497	68797	69349
498	68901	69177
499	69011	69011
500	69111	68835
501	69191	68640
502	69280	68454
503	69385	68283
504	69511	68135
505	69615	67964
506	69729	67804
507	69828	67628
508	70040	67563
509	70211	67457
510	70465	67431
511	70681	67368
512	70770	67184
513	70897	67035
514	71029	66891
515	71172	66759
516	71335	66643
517	71493	66525
518	71677	66429
519	71997	66459
520	72094	66282
521	72192	66107
522	72297	65939
523	72386	65755
524	72482	65579
525	72577	65402
526	72675	65228
527	72799	65078
528	72904	64910
529	73003	64738
530	73099	64564
531	73187	64382
532	73276	64202
533	73398	64051
534	73514	63895
535	73608	63720
536	73704	63547
537	73815	63387
538	73910	63214
539	73996	63033
540	74082	62853
541	74179	62682
542	74273	62509
543	74374	62343
544	74458	62162
545	74537	61977
546	74624	61800
547	74703	61616
548	74786	61436
549	74895	61278
550	74979	61099
551	75057	60916
552	75146	60742
553	75241	60573
554	75324	60394
555	75430	60236
556	75516	60061
557	75602	59885
558	75688	59710
559	75761	59527
560	75865	59367
561	75944	59187
562	76019	59006
563	76096	58826
564	76220	58682
565	76311	58514
566	76400	58344
567	76480	58167
568	76568	57997
569	76642	57817
570	76741	57656
571	76817	57479
572	76898	57304
573	76981	57132
574	77069	56964
575	77178	56812
576	77276	56651
577	77487	56574
578	77701	56497
579	77787	56328
580	77886	56169
581	77976	56003
582	78086	55852
583	78177	55688
584	78279	55531
585	78387	55379
586	78485	55220
587	78586	55063
588	78678	54901
589	78758	54730
590	78836	54558
591	78923	54393
592	79021	54235
593	79107	54070
594	79198	53908
595	79309	53760
596	79413	53607
597	79494	53439
598	79604	53291
599	79706	53137
600	79811	52986
601	79907	52829
602	79990	52663
603	80076	52500
604	80183	52351
605	80264	52184
606	80363	52030
607	80447	51867
608	80520	51697
609	80594	51527
610	80701	51379
611	80804	51229
612	80884	51063
613	80962	50897
614	81077	50755
615	81180	50606
616	81260	50441
617	81362	50292
618	81467	50143
619	81554	49985
620	81646	49829
621	81736	49672
622	81831	49519
623	81939	49374
624	82028	49216
625	82144	49076
626	82254	48932
627	82358	48785
628	82437	48623
629	82541	48476
630	82632	48322
631	82720	48166
632	82805	48008
633	82882	47847
634	82975	47694
635	83056	47535
636	83150	47384
637	83247	47234
638	83347	47086
639	83430	46929
640	83536	46785
641	83802	46730
642	83996	46635
643	84095	46487
644	84179	46331
645	84278	46183
646	84381	46038
647	84476	45888
648	84622	45766
649	84699	45607
650	84813	45468
651	84900	45314
652	84981	45158
653	85059	45000
654	85155	44853
655	85268	44713
656	85360	44564
657	85454	44415
658	85530	44257
659	85610	44102
660	85699	43951
661	85800	43807
662	85890	43657
663	86017	43526
664	86111	43379
665	86198	43228
666	86283	43077
667	86367	42925
668	86451	42773
669	86551	42629
670	86657	42489
671	86747	42340
672	86839	42193
673	86930	42046
674	87017	41897
675	87094	41743
676	87212	41609
677	87310	41466
678	87397	41317
679	87492	41173
680	87573	41021
681	87650	40869
682	87759	40731
683	87861	40590
684	87967	40452
685	88040	40298
686	88149	40161
687	88238	40015
688	88316	39864
689	88426	39728
690	88512	39580
691	88603	39436
692	88697	39292
693	88805	39156
694	88927	39025
695	89013	38879
696	89103	38735
697	89202	38594
698	89289	38449
699	89390	38310
700	89509	38178
701	89649	38056
702	89801	37938
703	90258	37949
704	90360	37810
705	90459	37670
706	90570	37534
707	90705	37409
708	90808	37271
709	90897	37126
710	90977	36979
711	91076	36839
712	91149	36690
713	91254	36552
714	91371	36420
715	91449	36273
716	91576	36145
717	91740	36031
718	91849	35896
719	91995	35776
720	92117	35646
721	92238	35515
722	92349	35381
723	92469	35250
724	92581	35117
725	92680	34978
726	92789	34843
727	92893	34707
728	92995	34570
729	93109	34437
730	93279	34325
731	93380	34188
732	93515	34063
733	93623	33929
734	93720	33790
735	93819	33652
736	93931	33519
737	94053	33390
738	94176	33261
739	94331	33143
740	94423	33003
741	94523	32866
742	94634	32733
743	94772	32609
744	94879	32475
745	94976	32337
746	95079	32202
747	95196	32071
748	95339	31949
749	95521	31840
750	95632	31707
751	95733	31571
752	95857	31443
753	96194	31384
754	96325	31257
755	96442	31127
756	96550	30993
757	96678	30865
758	96892	30765
759	97037	30643
760	97111	30498
761	97359	30408
762	97600	30316
763	97724	30187
764	97866	30063
765	98001	29937
766	98119	29806
767	98227	29672
768	98333	29538
769	98447	29406
770	98709	29318
771	98877	29202
772	98983	29067
773	99095	28934
774	99204	28801
775	99391	28690
776	99584	28580
777	99678	28443
778	99782	28308
779	99938	28187
780	100036	28051
781	100124	27912
782	100227	27776
783	100314	27637
784	100412	27501
785	100502	27363
786	100830	27289
787	101026	27179
788	101164	27054
789	101264	26918
790	101366	26783
791	101465	26647
792	101713	26550
793	101931	26445
794	102013	26305
795	102096	26165
796	102187	26027
797	102284	25891
798	102516	25789
799	102998	25749
800	103155	25627
801	103260	25493
802	103377	25361
803	103488	25228
804	103576	25089
805	103669	24952
806	103769	24817
807	103869	24681
808	104026	24560
809	104222	24447
810	104361	24321
811	104466	24186
812	104612	24062
813	104710	23926
814	104800	23789
815	104891	23651
816	105032	23526
817	105144	23394
818	105256	23261
819	105413	23139
820	105528	23008
821	105602	22867
822	105696	22731
823	105775	22592
824	105872	22457
825	105955	22319
826	106044	22183
827	106130	22046
828	106230	21912
829	106331	21778
830	106668	21693
831	106816	21568
832	106923	21435
833	107030	21303
834	107145	21172
835	107241	21037
836	107335	20902
837	107458	20773
838	107621	20652
839	107749	20523
840	107894	20398
841	108053	20276
842	108148	20141
843	108241	20006
844	108335	19872
845	108458	19742
846	108564	19610
847	108669	19478
848	108769	19345
849	108858	19210
850	108962	19077
851	109075	18947
852	109173	18814
853	109266	18680
854	109364	18547
855	109510	18422
856	109596	18287
857	109682	18152
858	109782	18020
859	109925	17894
860	110003	17759
861	110108	17627
862	110270	17505
863	110360	17371
864	110745	17283
865	110867	17155
866	110972	17023
867	111061	16889
868	111153	16756
869	111297	16630
870	111399	16498
871	111493	16365
872	111693	16248
873	111796	16117
874	111934	15990
875	112074	15864
876	112193	15735
877	112369	15614
878	112479	15483
879	112589	15353
880	112723	15225
881	112812	15092
882	112915	14961
883	113076	14838
884	113200	14709
885	113291	14576
886	113401	14446
887	113500	14315
888	113599	14183
889	113696	14052
890	113775	13918
891	113868	13786
892	113954	13654
893	114059	13523
894	114184	13395
895	114302	13267
896	114410	13137
897	114561	13012
898	114996	12919
899	115192	12799
900	115299	12668
901	115397	12537
902	115470	12403
903	115559	12271
904	115637	12138
905	115734	12007
906	115817	11875
907	115937	11746
908	116031	11615
909	116119	11484
910	116213	11353
911	116300	11221
912	116396	11091
913	116492	10961
914	116577	10829
915	116665	10698
916	116743	10566
917	116833	10436
918	116950	10307
919	117078	10180
920	117174	10050
921	117261	9920
922	117340	9788
923	117443	9659
924	117531	9529
925	117624	9399
926	117701	9268
927	117778	9138
928	117887	9009
929	117973	8879
930	118068	8750
931	118164	8621
932	118244	8491
933	118327	8361
934	118419	8232
935	118508	8103
936	118595	7973
937	118685	7844
938	118784	7716
939	118875	7587
940	118985	7460
941	119078	7331
942	119407	7217
943	119496	7088
944	119575	6959
945	119658	6830
946	119750	6702
947	119835	6573
948	119936	6445
949	120025	6317
950	120106	6188
951	120195	6060
952	120288	5932
953	120391	5805
954	120517	5678
955	120611	5551
956	120699	5423
957	120790	5295
958	120877	5167
959	120967	5040
960	121061	4912
961	121136	4785
962	121227	4657
963	121307	4530
964	121402	4403
965	121487	4275
966	121585	4149
967	121666	4022
968	121749	3894
969	121829	3767
970	121920	3641
971	122017	3514
972	122110	3388
973	122200	3262
974	122283	3135
975	122370	3009
976	122438	2882
977	122537	2756
978	122625	2630
979	122723	2504
980	122824	2378
981	122905	2252
982	123001	2127
983	123093	2001
984	123173	1875
985	123267	1750
986	123356	1624
987	123458	1499
988	123576	1374
989	123672	1249
990	123768	1124
991	123850	998
992	123935	873
993	124027	748
994	124114	623
995	124199	498
996	124283	373
997	124372	249
998	124445	124
999	124547	0
